Date,Double/Triple Header Num,Team,Team (Long),League,Team Game Number,Home / Away,Opponent,Opponent (Long),Opponent's League,Opponent's Game Number,Team Score,Opponent's Score,Win,Loss,Tie,Win / Loss Margin,Day / Night,Park ID,Attendance,Game Length (Minutes),At Bats,Hits,Doubles,Triples,Home Runs,RBI,Sacrifice Hits,Sacrifice Flies,Hit By Pitch,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Grounded into Double Plays,Awarded First on Catcher's Interference,Left on Base,Pitchers Used,Individual Earned Runs,Team Earned Runs,Wild Pitches,Balks,Putouts,Assists,Errors,Passed Balls,Double Plays,Triple Plays
6/16/12,0,Pirates,Pittsburgh Pirates,National,64,Away,Indians,Cleveland Indians,American,64,9,2,1,0,0,7,D,CLE08,30408,182,38,12,0,0,4,9,0,0,0,8,0,10,1,0,1,0,10,3,2,2,0,0,27,11,0,0,1,0
6/16/12,0,Rockies,Colorado Rockies,National,64,Away,Tigers,Detroit Tigers,American,65,1,4,0,1,0,-3,D,DET05,41800,162,31,6,2,0,0,1,0,0,1,1,0,8,0,0,2,0,5,4,3,3,1,0,24,9,2,0,0,0
6/16/12,0,Brewers,Milwaukee Brewers,National,65,Away,Twins,Minnesota Twins,American,64,6,2,1,0,0,4,D,MIN04,37698,177,36,10,1,0,4,6,1,0,0,3,0,8,0,0,1,0,7,3,2,2,0,0,27,10,0,0,1,0
6/16/12,0,Padres,San Diego Padres,National,66,Away,Athletics,Oakland Athletics,American,66,4,6,0,1,0,-2,D,OAK01,17135,188,29,4,2,0,1,4,0,0,1,6,0,10,0,1,0,0,5,5,6,6,1,0,24,6,0,0,0,0
6/16/12,0,Giants,San Francisco Giants,National,66,Away,Mariners,Seattle Mariners,American,67,4,7,0,1,0,-3,N,SEA03,30589,169,35,9,1,0,0,4,1,0,0,2,0,9,3,0,1,0,7,3,7,7,1,0,24,5,0,0,1,0
6/16/12,0,Dodgers,Los Angeles Dodgers,National,65,Away,Rays,Tampa Bay Rays,American,65,4,3,1,0,0,1,N,STP01,22332,307,61,14,4,2,0,3,0,0,0,4,2,13,0,0,0,0,16,6,3,3,0,0,45,14,1,0,2,0
6/16/12,0,Astros,Houston Astros,National,65,Away,Rangers,Texas Rangers,American,66,3,8,0,1,0,-5,N,ARL02,48288,179,35,9,5,0,1,3,0,0,1,0,0,10,1,1,0,0,6,3,8,8,0,0,24,12,1,0,0,0
6/16/12,0,Phillies,Philadelphia Phillies,National,67,Away,Blue Jays,Toronto Blue Jays,American,65,5,6,0,1,0,-1,D,TOR02,42070,194,39,9,3,0,1,5,0,0,2,4,0,8,1,1,0,0,10,4,6,6,0,1,29,11,1,0,1,0
6/16/12,0,Orioles,Baltimore Orioles,American,65,Away,Braves,Atlanta Braves,National,65,5,0,1,0,0,5,N,ATL02,41131,142,30,6,0,0,0,5,2,0,0,4,0,11,0,0,1,0,4,1,0,0,0,0,27,10,0,0,0,0
6/16/12,0,Red Sox,Boston Red Sox,American,65,Away,Cubs,Chicago Cubs,National,65,4,3,1,0,0,1,N,CHI11,40766,186,32,8,3,0,1,4,0,0,1,5,0,8,0,1,0,0,7,4,3,3,0,0,27,12,1,0,2,0
6/16/12,0,White Sox,Chicago White Sox,American,65,Away,Dodgers,Los Angeles Dodgers,National,66,5,4,1,0,0,1,N,LOS03,45210,194,34,10,1,1,0,5,1,0,1,3,0,7,3,2,1,0,7,5,4,4,2,0,27,6,0,0,1,0
6/16/12,0,Reds,Cincinnati Reds,National,64,Away,Mets,New York Mets,National,66,4,1,1,0,0,3,N,NYC20,27988,158,33,8,0,0,1,4,1,0,1,2,0,9,0,0,1,0,6,2,1,1,0,0,27,9,0,0,0,0
6/16/12,0,Royals,Kansas City Royals,American,63,Away,Cardinals,St. Louis Cardinals,National,66,7,10,0,1,0,-3,D,STL10,42018,218,39,14,1,0,1,7,0,0,1,4,0,6,1,0,1,0,10,6,10,10,0,0,24,12,0,0,1,0
6/16/12,0,Yankees,New York Yankees,American,64,Away,Nationals,Washington Nationals,National,63,5,3,1,0,0,2,D,WAS11,41287,289,49,8,3,0,0,4,2,0,0,9,2,13,1,0,0,0,13,7,3,3,0,0,42,19,1,0,0,0
6/17/12,0,Diamondbacks,Arizona Diamondbacks,National,66,Away,Angels,Los Angeles Angels,American,67,0,2,0,1,0,-2,D,ANA01,42222,147,29,4,0,0,0,0,0,0,1,4,0,6,1,1,1,0,7,1,2,2,0,0,24,9,1,0,0,0
6/17/12,0,Pirates,Pittsburgh Pirates,National,65,Away,Indians,Cleveland Indians,American,65,9,5,1,0,0,4,D,CLE08,27388,180,37,10,3,0,3,8,0,0,1,3,1,6,0,0,2,0,5,5,5,5,1,0,27,8,0,0,1,0
6/17/12,0,Rockies,Colorado Rockies,National,65,Away,Tigers,Detroit Tigers,American,66,0,5,0,1,0,-5,D,DET05,40619,182,33,7,1,0,0,0,1,0,0,0,0,13,1,0,0,0,7,6,4,4,1,1,24,13,1,0,2,0
6/17/12,0,Brewers,Milwaukee Brewers,National,66,Away,Twins,Minnesota Twins,American,65,4,5,0,1,0,-1,D,MIN04,39206,290,61,15,3,1,1,4,0,0,0,5,1,7,1,0,1,0,17,6,5,5,0,0,44,23,1,0,2,0
6/17/12,0,Padres,San Diego Padres,National,67,Away,Athletics,Oakland Athletics,American,67,2,1,1,0,0,1,D,OAK01,21631,171,30,5,1,0,0,1,2,0,0,2,0,8,1,0,1,0,5,2,1,1,0,0,27,14,1,0,0,0
6/17/12,0,Giants,San Francisco Giants,National,67,Away,Mariners,Seattle Mariners,American,68,1,2,0,1,0,-1,D,SEA03,40603,185,37,9,0,0,0,1,0,0,0,3,0,8,1,0,0,0,12,3,2,2,0,0,25,7,1,0,0,0
6/17/12,0,Dodgers,Los Angeles Dodgers,National,66,Away,Rays,Tampa Bay Rays,American,66,0,3,0,1,0,-3,D,STP01,33810,169,28,2,0,0,0,0,0,0,1,1,0,14,0,0,1,0,3,3,2,2,0,0,24,6,1,0,2,0
6/17/12,0,Astros,Houston Astros,National,66,Away,Rangers,Texas Rangers,American,67,3,9,0,1,0,-6,D,ARL02,46320,203,34,6,1,0,0,3,0,0,0,4,0,11,1,0,0,0,8,5,9,9,1,0,24,9,0,0,0,0
6/17/12,0,Phillies,Philadelphia Phillies,National,68,Away,Blue Jays,Toronto Blue Jays,American,66,2,6,0,1,0,-4,D,TOR02,45060,166,35,8,0,0,2,2,0,0,0,1,0,8,1,0,0,0,7,3,5,5,0,0,24,9,1,0,1,0
6/17/12,0,Orioles,Baltimore Orioles,American,66,Away,Braves,Atlanta Braves,National,66,2,0,1,0,0,2,D,ATL02,29530,153,26,4,2,0,0,1,2,1,0,1,0,6,0,0,2,0,1,5,0,0,0,0,27,16,1,0,3,0
6/17/12,0,Red Sox,Boston Red Sox,American,66,Away,Cubs,Chicago Cubs,National,66,7,4,1,0,0,3,N,CHI11,38531,197,36,12,2,0,1,7,1,1,0,3,1,7,2,1,1,0,7,6,3,3,0,0,27,10,2,0,0,0
6/17/12,0,White Sox,Chicago White Sox,American,66,Away,Dodgers,Los Angeles Dodgers,National,67,1,2,0,1,0,-1,D,LOS03,53504,174,33,6,0,0,0,1,1,0,0,2,0,13,0,0,0,0,5,3,2,2,0,0,29,15,0,0,2,0
6/17/12,0,Reds,Cincinnati Reds,National,65,Away,Mets,New York Mets,National,67,3,1,1,0,0,2,D,NYC20,40134,173,37,10,3,0,0,2,0,0,0,3,1,3,2,0,0,0,10,3,1,1,0,0,27,11,1,0,2,0
6/17/12,0,Royals,Kansas City Royals,American,64,Away,Cardinals,St. Louis Cardinals,National,67,5,3,1,0,0,2,D,STL10,41680,300,55,13,1,0,2,5,1,0,0,10,2,16,1,0,2,0,16,8,3,3,1,0,45,16,0,0,2,0
6/17/12,0,Yankees,New York Yankees,American,65,Away,Nationals,Washington Nationals,National,64,4,1,1,0,0,3,D,WAS11,41442,191,35,10,4,0,2,3,2,1,0,5,1,4,0,0,0,0,12,3,1,1,0,0,27,12,0,0,1,0
6/18/12,0,Giants,San Francisco Giants,National,68,Away,Angels,Los Angeles Angels,American,68,5,3,1,0,0,2,N,ANA01,41234,201,38,13,2,1,0,5,1,0,0,3,0,5,3,0,1,0,10,5,3,3,0,0,27,10,0,0,1,0
6/18/12,0,Cubs,Chicago Cubs,National,67,Away,White Sox,Chicago White Sox,American,67,12,3,1,0,0,9,N,CHI12,33215,169,42,15,0,0,5,12,0,0,2,0,0,6,1,0,0,0,5,3,3,3,0,0,27,10,0,0,0,0
6/18/12,0,Reds,Cincinnati Reds,National,66,Away,Indians,Cleveland Indians,American,66,9,10,0,1,0,-1,N,CLE08,19948,186,38,14,4,0,2,8,0,0,0,4,0,6,0,0,2,0,6,4,10,10,0,0,24,11,0,0,0,0
6/18/12,0,Braves,Atlanta Braves,National,67,Away,Yankees,New York Yankees,American,66,2,6,0,1,0,-4,N,NYC21,42709,165,33,7,0,1,0,2,0,0,0,1,0,10,0,0,1,0,5,4,6,6,1,0,24,9,0,0,2,0
6/18/12,0,Mariners,Seattle Mariners,American,69,Away,Diamondbacks,Arizona Diamondbacks,National,67,1,7,0,1,0,-6,N,PHO01,24284,143,34,9,2,0,0,1,0,0,0,0,0,9,0,1,0,0,6,3,6,6,0,0,24,5,1,0,1,0
6/18/12,0,Royals,Kansas City Royals,American,65,Away,Astros,Houston Astros,National,67,7,9,0,1,0,-2,N,HOU03,15436,184,38,13,1,1,0,7,0,1,0,2,0,6,0,0,0,0,7,2,8,8,0,0,24,5,2,0,1,0
6/18/12,0,Blue Jays,Toronto Blue Jays,American,67,Away,Brewers,Milwaukee Brewers,National,67,6,7,0,1,0,-1,N,MIL06,32223,172,35,10,1,0,3,5,0,0,1,2,0,7,1,1,1,0,5,5,7,7,0,0,24,9,1,0,0,0
6/18/12,0,Orioles,Baltimore Orioles,American,67,Away,Mets,New York Mets,National,68,0,5,0,1,0,-5,N,NYC20,29014,127,28,1,0,0,0,0,0,0,0,2,0,13,0,0,0,0,3,2,5,5,0,0,24,7,0,0,1,0
6/18/12,0,Rangers,Texas Rangers,American,68,Away,Padres,San Diego Padres,National,68,2,1,1,0,0,1,N,SAN02,29315,164,32,5,1,0,0,2,0,0,0,3,0,12,3,0,0,0,6,4,1,1,0,0,27,14,0,0,0,0
6/19/12,0,Giants,San Francisco Giants,National,69,Away,Angels,Los Angeles Angels,American,69,5,12,0,1,0,-7,N,ANA01,38010,201,39,13,2,0,0,5,0,1,0,1,0,6,0,0,2,0,9,4,12,12,0,0,24,11,1,0,2,0
6/19/12,0,Dodgers,Los Angeles Dodgers,National,67,Away,Red Sox,Boston Red Sox,American,67,5,7,0,1,0,-2,N,BOS07,37701,173,36,10,3,0,1,5,0,0,1,1,0,6,0,0,1,0,6,4,7,7,0,0,24,10,1,1,1,0
6/19/12,0,Cubs,Chicago Cubs,National,68,Away,White Sox,Chicago White Sox,American,68,2,1,1,0,0,1,N,CHI12,30282,161,31,5,0,1,0,2,0,0,0,1,0,5,0,1,0,0,3,5,1,1,0,0,27,6,1,0,2,0
6/19/12,0,Reds,Cincinnati Reds,National,67,Away,Indians,Cleveland Indians,American,67,2,3,0,1,0,-1,N,CLE08,17213,206,38,9,3,0,0,1,0,0,0,2,0,4,0,0,2,0,8,3,3,3,0,0,28,11,1,0,0,0
6/19/12,0,Cardinals,St. Louis Cardinals,National,68,Away,Tigers,Detroit Tigers,American,67,3,6,0,1,0,-3,N,DET05,36733,176,33,5,1,0,0,1,0,0,0,4,0,5,0,0,0,0,7,4,6,6,0,0,24,11,0,0,1,0
6/19/12,0,Braves,Atlanta Braves,National,68,Away,Yankees,New York Yankees,American,67,4,3,1,0,0,1,N,NYC21,41219,177,33,7,2,1,0,4,0,0,0,3,0,8,0,0,0,0,5,5,2,2,0,0,27,9,2,0,1,0
6/19/12,0,Dodgers,Los Angeles Dodgers,National,68,Away,Athletics,Oakland Athletics,American,68,0,3,0,1,0,-3,N,OAK01,20244,176,29,2,0,0,0,0,0,0,0,3,0,7,0,0,1,0,5,5,3,3,0,0,24,8,2,0,0,0
6/19/12,0,Mariners,Seattle Mariners,American,70,Away,Diamondbacks,Arizona Diamondbacks,National,68,12,9,1,0,0,3,N,PHO01,21568,239,41,15,2,0,3,12,2,1,0,4,0,11,0,1,0,0,6,7,8,8,3,0,30,10,1,0,1,0
6/19/12,0,Royals,Kansas City Royals,American,66,Away,Astros,Houston Astros,National,68,2,0,1,0,0,2,N,HOU03,18098,151,33,8,0,0,1,2,0,0,0,2,0,3,0,1,1,0,6,3,0,0,0,0,27,15,1,0,2,0
6/19/12,0,Blue Jays,Toronto Blue Jays,American,68,Away,Brewers,Milwaukee Brewers,National,68,10,9,1,0,0,1,N,MIL06,36334,226,39,13,1,0,6,9,1,0,0,2,0,7,0,0,1,0,5,7,9,9,0,0,27,6,0,0,0,0
6/19/12,0,Orioles,Baltimore Orioles,American,68,Away,Mets,New York Mets,National,69,0,5,0,1,0,-5,N,NYC20,32587,149,31,5,2,0,0,0,0,0,0,2,0,7,0,1,0,0,6,2,5,5,0,0,24,16,0,0,0,0
6/19/12,0,Rockies,Colorado Rockies,National,66,Away,Phillies,Philadelphia Phillies,National,69,2,7,0,1,0,-5,N,PHI13,44329,152,32,6,1,0,0,2,0,0,0,3,0,8,1,0,0,0,6,4,7,7,1,0,24,12,0,0,0,0
6/19/12,0,Twins,Minnesota Twins,American,66,Away,Pirates,Pittsburgh Pirates,National,66,2,7,0,1,0,-5,N,PIT08,19936,190,34,8,0,0,1,2,1,0,0,3,0,5,1,0,0,0,9,4,7,7,1,0,24,11,0,0,0,0
6/19/12,0,Rangers,Texas Rangers,American,69,Away,Padres,San Diego Padres,National,69,7,3,1,0,0,4,N,SAN02,25889,195,36,12,2,1,1,7,0,1,0,5,1,10,0,1,1,0,8,3,3,3,1,0,27,12,0,1,0,0
6/19/12,0,Rays,Tampa Bay Rays,American,67,Away,Nationals,Washington Nationals,National,65,5,4,1,0,0,1,N,WAS11,27835,186,34,8,1,1,1,5,0,0,1,4,0,7,0,0,1,0,7,4,3,3,0,0,27,17,1,0,3,0
6/20/12,0,Giants,San Francisco Giants,National,70,Away,Angels,Los Angeles Angels,American,70,0,6,0,1,0,-6,N,ANA01,40321,159,30,4,0,0,0,0,0,0,0,2,0,7,0,1,0,0,5,2,6,6,0,0,24,9,0,0,0,0
6/20/12,0,Dodgers,Los Angeles Dodgers,National,68,Away,Red Sox,Boston Red Sox,American,68,5,15,0,1,0,-10,N,BOS07,37362,194,37,12,3,1,2,4,0,0,1,0,0,5,0,0,2,0,6,4,15,15,1,0,24,10,0,0,1,0
6/20/12,0,Cubs,Chicago Cubs,National,69,Away,White Sox,Chicago White Sox,American,69,0,7,0,1,0,-7,N,CHI12,32311,163,31,4,1,1,0,0,0,0,0,1,0,7,0,0,0,0,5,5,7,7,0,0,24,13,0,0,0,0
6/20/12,0,Reds,Cincinnati Reds,National,68,Away,Indians,Cleveland Indians,American,68,1,8,0,1,0,-7,N,CLE08,23544,154,29,3,1,0,0,1,0,0,1,0,0,9,0,1,1,0,2,4,5,5,0,0,24,5,1,0,1,0
6/20/12,0,Cardinals,St. Louis Cardinals,National,69,Away,Tigers,Detroit Tigers,American,68,3,1,1,0,0,2,N,DET05,38871,146,35,12,1,0,0,1,0,1,0,2,0,3,0,0,3,0,8,1,0,0,0,0,27,13,1,0,0,0
6/20/12,0,Braves,Atlanta Braves,National,69,Away,Yankees,New York Yankees,American,68,10,5,1,0,0,5,D,NYC21,45094,201,38,11,1,0,5,10,0,0,0,1,1,12,2,0,0,0,2,5,5,5,0,0,27,10,0,0,2,0
6/20/12,0,Dodgers,Los Angeles Dodgers,National,69,Away,Athletics,Oakland Athletics,American,69,1,4,0,1,0,-3,N,OAK01,25383,141,31,3,1,0,0,1,0,0,0,1,0,2,0,0,0,0,4,2,4,4,1,0,24,8,0,0,1,0
6/20/12,0,Mariners,Seattle Mariners,American,71,Away,Diamondbacks,Arizona Diamondbacks,National,69,10,14,0,1,0,-4,D,PHO01,29630,176,38,14,3,0,2,10,0,0,0,2,0,10,0,0,2,0,3,5,14,14,0,0,24,7,0,0,1,0
6/20/12,0,Royals,Kansas City Royals,American,67,Away,Astros,Houston Astros,National,69,2,1,1,0,0,1,D,HOU03,30687,161,31,4,1,1,0,2,0,0,0,0,0,7,0,0,1,0,2,5,1,1,0,0,27,5,0,1,1,0
6/20/12,0,Blue Jays,Toronto Blue Jays,American,69,Away,Brewers,Milwaukee Brewers,National,69,3,8,0,1,0,-5,D,MIL06,33077,183,35,9,1,0,1,3,1,0,1,3,0,11,0,0,0,0,10,4,8,8,0,0,24,5,0,0,1,0
6/20/12,0,Orioles,Baltimore Orioles,American,69,Away,Mets,New York Mets,National,70,3,4,0,1,0,-1,N,NYC20,29855,177,33,6,0,0,1,3,0,0,0,4,0,9,0,0,0,0,7,4,4,4,1,0,24,13,2,0,0,0
6/20/12,0,Rockies,Colorado Rockies,National,67,Away,Phillies,Philadelphia Phillies,National,70,6,7,0,1,0,-1,N,PHI13,43729,193,36,9,1,0,3,6,0,0,0,2,1,9,2,0,0,0,5,5,6,6,0,0,26,14,2,0,0,0
6/20/12,0,Twins,Minnesota Twins,American,67,Away,Pirates,Pittsburgh Pirates,National,67,2,1,1,0,0,1,N,PIT08,19878,162,34,7,2,0,1,2,0,0,0,2,0,7,0,0,0,0,7,3,1,1,0,0,27,14,0,0,0,0
6/20/12,0,Rangers,Texas Rangers,American,70,Away,Padres,San Diego Padres,National,70,4,2,1,0,0,2,D,SAN02,23942,175,32,7,1,0,0,4,0,1,0,5,1,8,3,0,0,0,7,2,2,2,0,0,27,11,2,0,2,0
6/20/12,0,Rays,Tampa Bay Rays,American,68,Away,Nationals,Washington Nationals,National,66,2,3,0,1,0,-1,N,WAS11,27485,153,32,6,1,0,1,2,0,0,0,2,0,12,1,0,1,0,5,3,1,1,1,0,24,9,1,0,1,0
6/21/12,0,Dodgers,Los Angeles Dodgers,National,69,Away,Red Sox,Boston Red Sox,American,69,5,6,0,1,0,-1,N,BOS07,37261,189,33,7,1,0,1,5,0,0,0,1,0,5,3,0,1,0,2,5,6,6,0,0,24,13,0,0,0,0
6/21/12,0,Cardinals,St. Louis Cardinals,National,70,Away,Tigers,Detroit Tigers,American,69,1,2,0,1,0,-1,D,DET05,40776,183,33,6,2,0,0,1,1,1,0,6,2,9,0,1,0,0,10,4,2,2,0,0,28,7,0,0,0,0
6/21/12,0,Dodgers,Los Angeles Dodgers,National,70,Away,Athletics,Oakland Athletics,American,70,1,4,0,1,0,-3,D,OAK01,23337,146,28,3,2,0,0,1,0,0,0,1,0,7,0,1,0,0,1,2,4,4,2,0,24,8,0,0,1,0
6/21/12,0,Rockies,Colorado Rockies,National,68,Away,Phillies,Philadelphia Phillies,National,71,4,1,1,0,0,3,N,PHI13,43805,181,32,7,1,0,2,4,0,0,0,3,0,4,0,1,1,1,5,5,1,1,0,0,27,9,1,0,1,0
6/21/12,0,Twins,Minnesota Twins,American,68,Away,Pirates,Pittsburgh Pirates,National,68,1,9,0,1,0,-8,N,PIT08,21563,149,32,6,2,0,0,1,0,0,1,0,0,5,1,0,1,0,5,4,6,6,0,0,24,10,1,0,0,0
6/21/12,0,Rays,Tampa Bay Rays,American,69,Away,Nationals,Washington Nationals,National,67,2,5,0,1,0,-3,N,WAS11,29551,202,34,7,2,0,0,2,0,0,0,5,0,7,1,0,0,0,10,4,5,5,0,0,24,8,1,0,0,0
6/22/12,0,Dodgers,Los Angeles Dodgers,National,71,Away,Angels,Los Angeles Angels,American,71,5,8,0,1,0,-3,N,ANA01,44548,200,37,12,0,0,1,5,0,0,0,4,0,6,1,0,2,0,9,5,8,8,1,0,24,14,1,0,1,0
6/22/12,0,Nationals,Washington Nationals,National,68,Away,Orioles,Baltimore Orioles,American,70,1,2,0,1,0,-1,N,BAL12,45891,140,33,5,1,0,0,0,0,0,0,1,0,10,0,0,0,0,6,2,2,2,0,0,24,9,0,0,2,0
6/22/12,0,Braves,Atlanta Braves,National,70,Away,Red Sox,Boston Red Sox,American,70,4,1,1,0,0,3,N,BOS07,37281,175,38,13,4,0,0,4,0,1,1,2,2,6,0,0,1,0,11,3,1,1,0,0,27,10,0,0,0,0
6/22/12,0,Brewers,Milwaukee Brewers,National,70,Away,White Sox,Chicago White Sox,American,70,1,0,1,0,0,1,N,CHI12,22798,142,34,6,3,0,0,1,0,0,0,1,0,9,0,1,1,0,4,2,0,0,0,0,30,15,0,0,4,0
6/22/12,0,Cardinals,St. Louis Cardinals,National,71,Away,Royals,Kansas City Royals,American,68,11,4,1,0,0,7,N,KAN06,37902,185,41,17,6,0,0,11,0,1,1,5,0,8,2,0,2,0,10,4,4,4,0,0,27,14,0,0,1,0
6/22/12,0,Giants,San Francisco Giants,National,71,Away,Athletics,Oakland Athletics,American,71,5,4,1,0,0,1,N,OAK01,35067,215,33,8,1,0,0,5,1,0,1,4,0,7,4,1,0,0,7,6,4,4,0,0,27,7,1,0,0,0
6/22/12,0,Rockies,Colorado Rockies,National,69,Away,Rangers,Texas Rangers,American,71,1,4,0,1,0,-3,N,ARL02,46964,161,37,12,2,1,0,1,0,0,0,1,0,8,0,0,2,0,10,2,4,4,1,0,24,10,1,0,0,0
6/22/12,0,Cubs,Chicago Cubs,National,70,Away,Diamondbacks,Arizona Diamondbacks,National,70,1,6,0,1,0,-5,N,PHO01,34654,183,35,9,2,0,1,1,0,0,0,4,0,10,0,1,0,0,11,5,6,6,0,0,24,7,0,0,0,0
6/22/12,0,Twins,Minnesota Twins,American,69,Away,Reds,Cincinnati Reds,National,69,5,4,1,0,0,1,N,CIN09,33531,200,35,10,1,0,1,5,0,2,0,4,0,7,2,0,0,0,9,5,4,4,0,0,27,9,0,0,1,0
6/22/12,0,Indians,Cleveland Indians,American,69,Away,Astros,Houston Astros,National,70,2,0,1,0,0,2,N,HOU03,26932,160,28,4,0,1,0,2,0,1,0,4,0,11,0,0,0,0,4,4,0,0,0,0,27,10,1,0,1,0
6/22/12,0,Blue Jays,Toronto Blue Jays,American,70,Away,Dodgers,Los Angeles Dodgers,National,70,12,5,1,0,0,7,N,MIA02,22387,182,35,11,2,1,1,12,0,3,1,7,1,8,2,0,0,0,7,3,5,5,1,0,27,13,0,0,0,0
6/22/12,0,Yankees,New York Yankees,American,69,Away,Mets,New York Mets,National,71,4,6,0,1,0,-2,N,NYC20,40191,173,37,11,0,0,3,4,0,0,0,2,0,8,0,0,1,0,8,4,6,6,0,0,24,8,0,0,1,0
6/22/12,0,Tigers,Detroit Tigers,American,70,Away,Pirates,Pittsburgh Pirates,National,69,1,4,0,1,0,-3,N,PIT08,37965,159,30,4,2,0,0,1,0,0,0,4,0,8,1,0,1,0,6,2,2,2,2,0,24,9,2,0,3,0
6/22/12,0,Mariners,Seattle Mariners,American,72,Away,Padres,San Diego Padres,National,71,5,9,0,1,0,-4,N,SAN02,30053,175,36,9,0,0,2,4,0,1,0,3,0,8,1,0,1,0,8,3,6,6,0,0,24,10,2,0,0,0
6/23/12,0,Dodgers,Los Angeles Dodgers,National,72,Away,Angels,Los Angeles Angels,American,72,3,1,1,0,0,2,D,ANA01,44512,163,32,4,0,1,0,1,0,0,0,0,0,11,1,0,1,0,2,3,1,1,0,0,27,11,0,1,2,0
6/23/12,0,Nationals,Washington Nationals,National,69,Away,Orioles,Baltimore Orioles,American,71,3,1,1,0,0,2,N,BAL12,46298,174,34,8,1,0,1,2,0,0,0,3,0,6,1,0,1,0,7,4,1,1,0,0,27,8,1,0,2,0
6/23/12,0,Braves,Atlanta Braves,National,71,Away,Red Sox,Boston Red Sox,American,71,4,8,0,1,0,-4,N,BOS07,37782,183,35,10,2,0,0,4,0,0,0,2,0,8,3,0,1,0,6,5,8,8,1,0,24,7,0,0,2,0
6/23/12,0,Brewers,Milwaukee Brewers,National,71,Away,White Sox,Chicago White Sox,American,71,6,8,0,1,0,-2,N,CHI12,30337,211,37,11,3,0,0,6,0,1,2,4,1,8,5,0,0,0,11,4,8,8,0,0,24,8,0,0,0,0
6/23/12,0,Cardinals,St. Louis Cardinals,National,72,Away,Royals,Kansas City Royals,American,69,8,2,1,0,0,6,D,KAN06,37240,178,40,16,1,0,1,8,0,0,0,3,0,5,0,0,4,0,8,3,2,2,0,0,27,12,0,0,1,0
6/23/12,0,Giants,San Francisco Giants,National,72,Away,Athletics,Oakland Athletics,American,72,9,8,1,0,0,1,D,OAK01,36067,255,35,8,0,0,2,6,0,0,1,9,0,6,0,0,2,0,9,7,8,8,0,0,27,5,0,0,0,0
6/23/12,0,Rockies,Colorado Rockies,National,70,Away,Rangers,Texas Rangers,American,72,11,7,1,0,0,4,D,ARL02,42516,207,43,17,4,0,2,11,0,0,0,0,0,8,3,0,0,0,5,5,7,7,0,0,27,8,0,0,1,0
6/23/12,0,Cubs,Chicago Cubs,National,71,Away,Diamondbacks,Arizona Diamondbacks,National,71,5,10,0,1,0,-5,N,PHO01,38542,211,40,14,2,0,1,5,0,0,1,1,0,7,0,0,1,0,10,6,9,9,0,0,24,9,1,0,0,0
6/23/12,0,Twins,Minnesota Twins,American,70,Away,Reds,Cincinnati Reds,National,70,0,6,0,1,0,-6,D,CIN09,41750,160,29,3,1,0,0,0,0,0,1,1,0,10,0,1,0,0,4,3,5,5,0,0,24,8,1,0,1,0
6/23/12,0,Indians,Cleveland Indians,American,70,Away,Astros,Houston Astros,National,71,1,8,0,1,0,-7,D,HOU03,34241,148,31,6,1,0,1,1,0,0,0,1,0,3,0,1,1,0,4,3,8,8,0,0,24,9,0,0,0,0
6/23/12,0,Blue Jays,Toronto Blue Jays,American,71,Away,Dodgers,Los Angeles Dodgers,National,71,7,1,1,0,0,6,D,MIA02,24448,169,33,8,0,0,2,6,3,0,1,4,1,8,1,0,1,0,7,4,1,1,0,0,27,9,0,0,2,0
6/23/12,0,Yankees,New York Yankees,American,70,Away,Mets,New York Mets,National,72,4,3,1,0,0,1,N,NYC20,42122,194,32,5,1,0,2,4,0,0,0,3,0,6,2,0,0,0,4,6,2,2,0,0,27,6,2,0,0,0
6/23/12,0,Rays,Tampa Bay Rays,American,70,Away,Phillies,Philadelphia Phillies,National,72,6,7,0,1,0,-1,D,PHI13,44878,220,40,14,1,0,0,6,0,0,0,4,0,14,0,0,0,1,12,4,6,6,0,0,24,7,1,0,1,0
6/23/12,0,Tigers,Detroit Tigers,American,71,Away,Pirates,Pittsburgh Pirates,National,70,1,4,0,1,0,-3,D,PIT08,38734,178,30,4,1,0,1,1,1,0,0,2,0,10,0,0,0,0,5,3,4,4,0,0,24,7,0,0,1,0
6/23/12,0,Mariners,Seattle Mariners,American,73,Away,Padres,San Diego Padres,National,72,5,1,1,0,0,4,N,SAN02,30922,171,34,7,2,0,1,5,0,0,0,6,1,7,4,1,0,0,8,4,1,1,0,1,27,9,0,0,2,0
6/24/12,0,Dodgers,Los Angeles Dodgers,National,73,Away,Angels,Los Angeles Angels,American,73,3,5,0,1,0,-2,D,ANA01,43975,219,32,10,3,0,0,3,1,1,0,3,0,8,1,1,2,0,7,4,5,5,1,0,24,11,1,0,1,0
6/24/12,0,Nationals,Washington Nationals,National,70,Away,Orioles,Baltimore Orioles,American,72,1,2,0,1,0,-1,D,BAL12,41794,168,31,6,2,0,0,1,0,0,1,2,1,9,1,1,1,0,6,4,2,2,0,0,24,9,0,0,1,0
6/24/12,0,Braves,Atlanta Braves,National,72,Away,Red Sox,Boston Red Sox,American,72,4,9,0,1,0,-5,D,BOS07,37565,175,37,11,2,1,1,3,0,0,0,0,0,3,0,0,2,0,6,4,6,6,0,0,24,8,1,0,2,0
